questionsAnswered,correct_answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
20,20,15.94,0,0,3,2,1,faible
22,12,14.83,9,1,9,5,3,faible
11,0,13.78,4,4,17,1,3,très faible
10,9,17.66,1,0,20,0,2,très faible
15,0,14.74,0,0,12,4,3,très faible
38,7,11.53,6,1,15,3,2,très faible
30,28,19.63,2,0,14,2,2,fort
16,10,16.35,0,4,9,4,1,très faible
27,27,10.01,0,0,19,0,5,moyen
21,17,14.27,0,0,3,3,1,faible
27,16,13.22,7,3,16,5,5,faible
35,2,15.32,4,2,9,5,2,très faible
40,25,14.04,9,1,20,5,3,moyen
15,3,17.08,8,2,15,6,1,très faible
11,8,17.32,3,0,17,5,1,très faible
38,33,14.38,1,1,20,0,5,fort
28,18,10.46,0,2,17,6,5,moyen
11,6,16.0,0,3,5,2,1,très faible
21,12,17.51,3,0,17,0,5,faible
36,32,17.94,1,0,2,5,1,fort
16,15,10.25,1,0,13,2,1,très faible
22,8,12.06,7,4,3,5,3,très faible
30,7,18.22,8,3,3,3,2,très faible
12,1,17.71,9,2,8,1,0,très faible
13,7,10.57,4,0,12,6,3,très faible
14,4,16.25,4,1,16,3,4,très faible
17,14,10.84,1,2,16,5,1,très faible
28,21,15.3,7,0,3,6,2,moyen
13,8,10.43,0,3,1,3,0,très faible
24,15,10.42,6,3,14,6,2,faible
33,29,11.84,2,0,0,5,4,fort
10,8,15.67,0,1,13,2,0,très faible
14,0,14.97,1,3,19,3,0,très faible
33,24,12.69,5,4,11,6,1,moyen
33,21,11.28,5,2,20,4,1,moyen
18,5,19.62,7,2,4,3,5,très faible
15,5,15.27,0,5,14,4,1,très faible
37,5,18.95,1,2,3,1,0,très faible
39,37,13.02,1,1,12,3,0,fort
24,14,13.93,9,0,14,3,4,faible
22,4,17.76,10,0,19,0,1,très faible
29,3,14.1,7,2,18,2,1,très faible
29,25,16.55,1,2,13,3,3,moyen
21,13,17.8,0,5,4,6,5,faible
39,0,11.52,8,1,0,0,4,très faible
28,5,15.96,5,0,2,5,3,très faible
29,21,15.66,6,0,4,6,4,moyen
27,8,12.92,9,3,10,1,2,très faible
35,31,10.48,2,0,2,4,2,fort
27,25,12.33,1,1,9,3,3,moyen
11,6,19.63,2,1,20,2,4,très faible
32,11,11.86,0,2,4,6,5,très faible
27,10,19.34,7,0,6,2,5,très faible
34,8,14.62,9,4,6,4,1,très faible
28,5,10.47,6,3,18,1,4,très faible
17,14,17.71,0,3,16,4,1,très faible
22,18,18.35,1,1,2,5,1,faible
12,1,18.8,7,0,17,5,1,très faible
37,21,11.62,8,4,8,3,1,faible
17,8,15.08,4,0,5,5,1,très faible
38,23,19.95,0,5,11,5,1,moyen
10,3,10.42,3,1,18,0,3,très faible
27,8,12.64,4,1,17,2,2,très faible
21,5,11.05,10,5,6,1,4,très faible
27,8,10.13,10,2,10,3,1,très faible
33,24,11.79,9,0,14,1,3,moyen
39,12,12.45,0,0,14,0,0,très faible
26,21,19.98,1,2,1,5,0,moyen
12,7,15.58,1,1,20,1,3,très faible
40,33,13.1,4,0,6,3,5,moyen
27,24,19.13,0,1,15,4,5,moyen
34,12,11.75,10,4,8,5,0,très faible
30,15,13.25,5,5,7,3,3,faible
21,10,12.88,8,0,12,4,0,faible
19,2,10.92,9,4,3,3,0,très faible
14,9,10.18,2,0,20,5,0,très faible
14,10,18.72,4,0,16,0,2,très faible
16,3,15.17,5,3,7,5,0,très faible
28,9,17.45,8,0,2,2,1,très faible
20,20,17.54,0,0,5,0,5,faible
39,25,19.42,0,3,20,1,1,moyen
20,6,18.07,5,3,9,6,0,très faible
13,3,17.9,1,4,18,6,0,très faible
39,26,18.85,1,3,11,0,4,moyen
18,15,15.25,3,0,20,3,2,faible
12,3,18.86,5,0,20,2,1,très faible
40,8,17.06,0,3,7,3,0,très faible
26,10,19.7,9,1,6,6,2,très faible
13,11,11.89,1,1,0,5,3,très faible
23,23,17.42,0,0,10,6,5,faible
22,21,15.06,1,0,6,3,5,faible
35,34,19.66,1,0,11,0,1,fort
35,28,15.12,5,1,8,2,4,moyen
40,13,15.83,1,0,5,3,5,très faible
24,10,19.88,7,1,13,4,4,faible
25,20,18.0,5,0,15,4,3,faible
11,9,15.63,0,1,5,1,2,très faible
30,2,14.37,8,1,15,4,5,très faible
37,28,13.29,5,2,19,5,1,moyen
20,1,17.87,10,3,10,4,4,très faible
36,19,18.91,5,3,4,0,1,faible
37,34,19.88,0,1,10,6,2,fort
32,22,16.8,10,0,7,5,5,moyen
23,21,14.95,0,1,15,5,1,faible
26,23,13.63,1,0,2,4,1,moyen
34,29,17.88,0,1,16,2,4,fort
18,5,13.45,2,2,5,6,3,très faible
27,11,11.13,1,2,17,3,2,faible
29,15,12.65,4,5,1,1,5,faible
38,0,18.5,9,3,4,2,1,très faible
40,29,18.23,0,4,17,2,0,moyen
22,13,12.41,9,0,11,0,2,faible
11,5,15.85,1,1,17,5,1,très faible
16,12,19.16,0,1,17,1,3,très faible
15,14,18.53,0,1,7,0,5,très faible
36,4,18.78,3,4,3,4,0,très faible
31,13,19.25,8,2,11,1,2,faible
39,17,19.65,3,0,8,5,3,faible
20,1,12.44,1,5,7,6,4,très faible
22,16,10.79,3,0,20,1,2,faible
24,10,12.69,10,3,2,1,3,faible
33,25,17.06,1,3,5,0,1,moyen
10,7,14.94,3,0,13,5,3,très faible
29,0,14.63,9,4,1,2,1,très faible
33,9,17.06,0,1,5,5,2,très faible
13,8,19.08,0,0,18,3,5,très faible
12,12,19.8,0,0,20,0,2,très faible
35,33,17.82,2,0,18,3,2,fort
36,19,15.36,6,5,20,2,2,faible
15,1,18.88,8,2,1,2,0,très faible
26,20,19.43,2,4,8,3,1,moyen
11,5,11.96,5,1,7,5,2,très faible
25,14,13.77,10,1,8,1,5,faible
30,19,18.24,7,2,1,4,1,moyen
16,13,12.47,0,1,1,4,0,très faible
13,1,18.6,4,0,6,4,0,très faible
29,26,18.21,1,1,8,0,4,moyen
11,1,10.26,4,3,7,4,4,très faible
27,3,14.8,1,5,14,3,4,très faible
34,14,10.77,6,5,16,6,4,faible
35,5,10.59,6,5,15,1,2,très faible
37,33,14.86,2,2,0,2,4,fort
17,4,10.15,8,2,2,4,5,très faible
23,5,12.15,5,0,17,5,5,très faible
31,9,16.35,3,1,19,3,0,très faible
35,25,10.73,1,0,1,5,3,moyen
20,8,10.32,1,5,12,2,0,faible
26,15,15.77,6,0,6,1,2,faible
17,16,15.34,0,1,9,6,5,très faible
16,0,15.93,6,1,12,6,3,très faible
33,9,18.99,1,0,8,3,0,très faible
11,10,14.76,1,0,4,6,5,très faible
24,13,11.88,0,3,7,1,1,faible
19,8,10.49,8,2,7,2,5,faible
31,18,12.97,3,3,17,6,5,faible
17,14,18.53,0,1,0,2,5,très faible
14,2,16.85,2,1,11,1,2,très faible
26,9,16.45,1,3,4,3,0,très faible
14,1,12.01,1,1,11,4,4,très faible
11,5,15.74,4,1,13,5,5,très faible
37,0,14.01,6,3,0,0,0,très faible
27,8,15.87,9,4,2,5,1,très faible
34,0,14.16,6,5,3,6,5,très faible
39,13,14.48,8,1,12,6,0,très faible
24,3,19.55,2,5,11,3,3,très faible
20,0,10.39,5,0,13,2,5,très faible
31,14,18.72,2,1,18,0,5,faible
26,15,15.61,3,2,13,4,0,faible
33,29,11.23,0,4,19,2,2,moyen
37,14,12.12,0,3,9,5,4,très faible
24,23,15.93,1,0,16,3,2,faible
10,10,13.49,0,0,19,6,4,très faible
19,13,18.31,1,1,10,3,3,faible
21,2,12.02,9,1,12,2,4,très faible
32,12,13.11,0,3,6,4,2,très faible
31,19,18.83,4,2,5,2,5,moyen
20,18,19.12,2,0,3,1,5,faible
29,26,13.34,2,1,2,0,4,moyen
25,20,12.63,4,1,1,4,2,faible
35,25,18.58,8,2,8,5,1,moyen
22,9,17.31,4,3,9,3,2,faible
39,15,16.67,9,4,13,1,2,très faible
17,8,16.14,7,2,13,0,3,très faible
10,9,17.76,0,1,5,3,5,très faible
32,17,10.52,4,5,4,6,0,faible
14,4,16.53,1,1,18,2,2,très faible
16,15,16.95,0,0,5,0,0,très faible
31,11,10.87,1,4,20,6,5,très faible
35,14,19.31,3,3,16,5,4,faible
38,20,19.56,0,1,6,6,1,faible
39,1,16.09,10,0,20,2,1,très faible
33,3,15.63,3,2,2,1,2,très faible
32,31,18.77,0,1,15,4,1,fort
12,11,14.79,0,1,12,2,3,très faible
18,17,20.0,1,0,0,6,0,faible
12,8,13.87,2,0,11,5,0,très faible
12,5,13.15,3,4,19,0,3,très faible
31,6,11.42,7,4,17,3,4,très faible
10,5,11.57,3,1,4,0,4,très faible
13,1,14.52,8,4,17,1,1,très faible
24,18,14.03,3,3,11,3,4,faible
24,5,14.55,10,3,14,1,1,très faible
29,23,18.75,2,3,7,4,1,moyen
22,4,13.43,10,3,6,6,5,très faible
25,3,13.01,8,1,5,2,3,très faible
30,24,16.75,1,5,18,4,4,moyen
32,25,16.56,2,3,11,1,0,moyen
18,15,18.82,0,2,16,2,4,faible
16,16,13.89,0,0,12,1,1,très faible
31,17,17.62,4,2,7,2,2,faible
23,0,19.83,6,4,16,1,4,très faible
10,1,10.87,0,1,12,4,2,très faible
32,9,12.36,0,4,11,2,5,très faible
38,26,12.55,4,2,17,2,1,moyen
39,35,13.25,4,0,19,4,0,moyen
36,35,14.98,0,0,19,2,4,très fort
18,16,16.54,2,0,9,4,4,faible
19,6,13.1,9,3,10,2,3,très faible
33,17,17.48,1,1,16,2,1,faible
11,9,16.18,0,2,19,6,5,très faible
12,7,14.04,0,4,5,2,1,très faible
25,11,14.34,8,4,19,6,3,faible
21,11,18.99,1,3,8,1,5,faible
25,3,17.91,0,0,9,4,5,très faible
21,6,14.41,9,4,16,4,1,très faible
39,11,11.06,8,4,6,3,4,très faible
30,21,13.94,0,2,16,3,3,moyen
36,36,10.93,0,0,13,4,3,très fort
26,16,15.65,9,1,7,2,3,moyen
40,35,15.74,5,0,5,0,3,moyen
20,3,18.84,9,3,4,4,0,très faible
17,16,14.53,1,0,4,3,5,très faible
20,12,17.2,0,2,6,0,4,faible
29,10,18.8,9,5,6,4,2,très faible
24,14,15.1,8,0,3,5,5,faible
23,19,13.66,0,0,10,2,1,faible
31,28,18.12,3,0,8,4,2,moyen
15,13,11.96,0,2,2,6,0,très faible
33,28,10.64,2,3,5,4,5,moyen
35,30,17.28,5,0,9,2,1,moyen
24,23,19.28,0,0,7,3,3,faible
21,11,10.43,9,1,0,5,2,faible
40,17,16.46,8,1,17,1,3,faible
10,3,12.5,3,3,12,6,0,très faible
21,2,15.24,3,3,2,2,2,très faible
15,8,16.22,7,0,11,3,0,très faible
16,9,10.98,7,0,10,0,0,très faible
21,3,10.49,10,4,10,6,3,très faible
32,1,19.91,2,3,4,4,0,très faible
24,13,16.04,7,1,2,2,1,faible
10,7,10.34,3,0,13,0,5,très faible
33,23,13.89,2,3,3,4,1,moyen
29,9,15.93,7,4,17,3,0,très faible
35,32,16.86,2,0,4,4,0,fort
28,26,18.01,0,0,13,6,0,moyen
34,9,15.17,3,1,16,0,1,très faible
40,35,13.39,1,0,14,0,5,fort
23,20,11.31,3,0,0,4,5,faible
15,6,11.93,6,0,0,5,5,très faible
32,11,12.49,10,4,10,2,5,très faible
37,18,17.89,6,4,9,1,1,faible
21,13,11.12,8,0,16,2,2,faible
31,29,16.38,0,2,8,4,4,fort
24,21,13.31,3,0,13,5,1,faible
15,4,17.76,10,1,6,5,4,très faible
19,4,15.24,2,3,13,4,3,très faible
37,35,11.15,0,2,20,0,4,fort
12,3,13.25,5,0,19,1,0,très faible
21,15,17.76,2,0,14,3,0,faible
17,9,16.05,1,3,10,2,4,très faible
31,5,15.88,5,2,9,1,3,très faible
15,6,19.65,0,0,19,0,1,très faible
31,16,17.65,8,5,0,0,3,faible
12,3,14.96,3,5,16,2,5,très faible
22,14,14.17,6,0,5,5,3,faible
29,27,19.48,1,1,16,0,0,moyen
18,3,19.09,9,2,17,0,1,très faible
14,2,11.1,9,1,11,1,3,très faible
36,12,14.24,0,4,5,4,4,très faible
28,15,17.44,10,1,12,1,0,faible
35,32,16.34,3,0,9,5,4,moyen
17,9,12.94,3,2,19,5,5,très faible
40,0,11.87,1,5,18,6,5,très faible
26,8,12.6,9,2,10,1,3,très faible
26,6,17.73,9,2,1,3,2,très faible
38,33,17.64,2,2,19,0,1,fort
38,9,19.02,7,3,3,6,5,très faible
37,27,19.47,9,0,12,5,1,moyen
38,34,19.46,4,0,3,4,3,moyen
17,7,12.63,8,1,7,0,4,très faible
37,19,17.77,6,0,0,6,0,faible
32,25,10.22,2,2,7,2,1,moyen
40,13,15.59,2,1,5,1,5,très faible
36,36,10.63,0,0,6,1,2,très fort
12,0,19.43,6,4,13,3,4,très faible
35,33,17.04,1,0,20,5,2,fort
39,9,10.54,2,5,10,2,5,très faible
33,29,17.51,0,0,15,3,1,fort
22,7,17.63,0,5,16,4,2,très faible
14,8,11.88,3,2,4,5,3,très faible
20,11,12.06,2,5,13,3,1,faible
28,15,18.34,10,3,0,0,3,faible
27,22,10.02,0,3,3,5,3,moyen
30,14,13.84,3,1,3,3,3,faible
23,8,10.29,1,5,3,4,2,très faible
21,13,14.17,4,4,4,0,2,faible
40,40,13.09,0,0,1,6,0,très fort
34,13,16.14,3,1,20,1,1,très faible
25,21,17.04,1,2,2,1,0,faible
36,36,13.36,0,0,16,5,3,très fort
37,35,19.37,2,0,6,2,1,fort
35,30,19.65,4,1,2,5,1,moyen
25,18,15.92,2,3,18,6,2,faible
28,7,18.31,2,1,20,2,0,très faible
24,8,14.41,9,4,1,4,0,très faible
34,25,13.99,2,2,4,6,4,moyen
32,11,13.44,5,1,2,2,1,très faible
37,26,16.5,8,0,20,0,1,moyen
30,22,17.34,4,0,17,4,4,moyen
34,7,17.69,6,3,7,5,4,très faible
33,14,17.28,7,0,12,2,5,faible
38,13,11.9,5,0,7,0,4,très faible
35,4,17.03,1,2,6,1,4,très faible
29,17,12.61,1,1,1,2,0,faible
18,9,14.11,2,4,12,3,3,faible
15,10,15.17,3,0,20,0,3,très faible
40,12,17.29,8,4,14,4,3,très faible
16,6,11.4,7,1,1,4,4,très faible
13,7,13.43,2,2,13,3,1,très faible
39,8,19.39,9,4,19,0,0,très faible
26,16,16.89,1,2,7,2,2,moyen
39,20,11.82,4,1,6,2,1,faible
23,2,11.58,2,5,14,6,2,très faible
18,14,19.01,3,1,11,4,5,faible
38,35,14.57,2,1,19,6,1,fort
25,25,16.85,0,0,13,6,3,faible
27,16,12.31,0,4,0,3,0,faible
15,15,19.83,0,0,17,2,0,très faible
19,8,16.55,9,2,0,2,4,faible
16,14,13.63,2,0,9,0,1,très faible
23,6,14.18,0,1,5,1,1,très faible
20,16,14.13,1,1,16,5,4,faible
34,14,18.08,3,2,20,1,1,faible
11,5,12.73,6,0,9,2,5,très faible
30,11,10.61,2,2,18,3,3,très faible
31,14,18.68,8,1,10,6,4,faible
12,2,12.56,6,2,5,6,2,très faible
13,3,17.58,2,2,8,6,0,très faible
15,1,16.72,4,5,18,6,5,très faible
31,15,19.26,7,3,17,3,5,faible
27,12,17.26,2,2,4,4,4,faible
11,7,12.34,1,3,1,2,2,très faible
15,5,11.33,8,2,8,4,2,très faible
22,18,16.33,2,1,3,4,2,faible
28,16,12.25,8,4,6,5,1,faible
21,21,14.92,0,0,15,6,3,faible
23,21,19.26,2,0,8,6,2,faible
33,28,15.57,4,0,9,5,1,moyen
36,12,12.26,9,5,9,2,2,très faible
29,21,12.94,2,4,20,0,1,moyen
13,9,19.49,3,1,2,0,2,très faible
40,4,19.99,4,4,16,1,0,très faible
15,3,10.08,3,3,1,1,0,très faible
29,23,13.06,2,2,0,2,2,moyen
24,4,12.09,1,0,14,5,5,très faible
37,22,13.59,8,2,4,4,5,faible
27,26,16.16,1,0,8,3,0,moyen
12,5,18.76,5,0,8,2,4,très faible
14,1,18.86,5,2,13,5,0,très faible
17,3,12.93,0,4,19,1,3,très faible
22,12,19.0,10,0,7,3,0,faible
24,4,11.0,10,2,7,5,1,très faible
34,15,19.23,7,1,4,3,1,faible
35,0,14.59,6,0,7,2,3,très faible
12,9,12.87,0,1,0,1,0,très faible
33,5,19.43,9,1,10,1,5,très faible
18,9,17.88,2,2,17,6,3,faible
37,32,13.53,1,4,13,3,2,moyen
36,9,12.57,3,4,1,1,3,très faible
24,7,17.51,5,5,12,3,3,très faible
21,10,16.77,6,0,5,2,0,faible
32,26,15.45,5,1,5,6,2,moyen
22,3,14.63,2,2,6,6,3,très faible
16,7,18.9,0,0,18,5,5,très faible
38,13,10.23,4,2,16,5,2,très faible
17,2,17.49,4,1,3,1,2,très faible
22,4,13.3,0,0,6,3,5,très faible
26,23,10.9,3,0,11,3,2,moyen
34,26,12.59,6,0,18,4,0,moyen
34,24,16.17,3,5,4,6,0,moyen
23,5,17.9,2,2,1,2,5,très faible
13,6,18.68,7,0,6,3,5,très faible
17,17,13.23,0,0,3,3,1,très faible
21,15,17.08,5,1,18,1,1,faible
34,33,19.08,0,1,19,6,5,fort
27,5,14.61,10,3,14,0,1,très faible
36,6,17.77,3,1,13,6,3,très faible
19,5,15.39,8,1,18,6,0,très faible
37,27,11.54,10,0,9,2,2,moyen
11,1,11.71,6,3,2,0,0,très faible
19,11,13.52,5,1,7,6,0,faible
14,1,11.99,0,3,12,0,0,très faible
22,5,12.71,4,5,9,4,2,très faible
37,26,18.55,5,3,10,1,2,moyen
18,2,11.87,0,4,18,2,3,très faible
35,5,11.34,4,3,19,1,2,très faible
34,15,11.77,10,2,11,4,1,faible
29,2,12.62,0,0,15,2,2,très faible
22,10,17.28,6,1,5,0,1,faible
35,24,14.94,5,5,9,4,1,moyen
11,8,18.71,0,2,17,1,0,très faible
30,8,18.32,5,1,1,1,5,très faible
21,3,14.93,1,0,11,6,1,très faible
21,19,10.65,2,0,11,1,5,faible
28,18,15.86,10,0,10,0,2,moyen
28,20,18.4,0,3,20,3,2,moyen
25,10,12.14,5,5,10,5,5,faible
25,1,17.63,9,4,4,5,5,très faible
38,24,18.5,8,5,17,2,5,moyen
30,13,11.74,7,0,18,4,0,faible
34,21,18.78,3,1,18,5,2,moyen
10,0,18.78,8,0,1,1,0,très faible
12,12,12.18,0,0,3,1,2,très faible
37,20,12.47,2,1,11,4,3,faible
17,14,10.58,1,2,7,0,2,très faible
13,12,18.23,0,1,15,0,4,très faible
21,6,18.52,7,3,5,4,0,très faible
37,30,16.54,2,5,3,3,0,moyen
38,34,16.55,1,1,14,5,0,fort
13,11,12.99,1,0,11,0,5,très faible
27,8,19.72,3,1,13,6,3,très faible
28,24,15.53,2,1,3,6,3,moyen
33,26,15.76,2,2,2,4,0,moyen
18,0,12.84,5,1,0,5,3,très faible
39,9,19.76,7,1,9,3,3,très faible
34,13,16.4,8,5,13,2,3,très faible
32,10,11.57,1,4,9,5,1,très faible
30,30,10.94,0,0,19,2,0,fort
13,9,15.64,4,0,6,0,2,très faible
31,14,14.97,7,1,5,0,3,faible
12,8,14.54,3,1,19,0,3,très faible
13,3,15.23,6,1,10,2,0,très faible
13,3,11.3,6,1,1,2,2,très faible
37,14,18.93,6,2,10,5,3,très faible
32,6,18.47,5,4,3,6,2,très faible
35,11,13.22,7,1,13,1,0,très faible
36,30,10.91,4,2,17,1,5,moyen
35,14,18.57,4,2,14,2,4,faible
17,7,14.62,4,5,5,5,2,très faible
29,9,10.28,1,3,0,5,2,très faible
33,16,17.78,6,4,17,3,1,faible
36,28,16.87,5,1,14,6,5,moyen
11,1,13.9,6,1,12,6,5,très faible
30,22,13.8,1,5,19,5,5,moyen
15,10,14.92,2,2,12,3,1,très faible
40,34,13.29,1,3,16,4,4,moyen
27,13,17.93,2,5,9,2,2,faible
32,18,16.48,2,2,6,6,4,faible
15,3,12.7,10,1,9,4,5,très faible
28,22,15.15,4,0,3,0,5,moyen
17,15,17.49,1,1,12,6,0,très faible
39,1,18.85,4,3,15,3,2,très faible
10,4,16.14,5,1,1,0,4,très faible
28,28,10.18,0,0,10,1,1,moyen
22,5,10.66,5,0,20,4,2,très faible
32,19,16.7,3,5,12,3,5,faible
11,2,17.82,4,3,1,2,0,très faible
16,0,10.99,3,2,6,1,1,très faible
13,4,16.11,0,4,12,4,2,très faible
15,2,18.8,6,4,17,6,3,très faible
11,7,15.86,2,2,10,1,5,très faible
14,0,15.3,8,5,1,6,4,très faible
34,6,14.16,6,2,4,0,1,très faible
30,11,17.17,2,1,2,1,5,très faible
22,4,10.18,7,5,7,4,4,très faible
19,0,18.18,5,3,15,1,4,très faible
36,24,13.54,9,1,19,1,3,moyen
25,5,15.0,4,4,6,6,3,très faible
38,1,16.39,2,3,3,1,5,très faible
16,0,15.84,7,4,11,5,4,très faible
17,5,17.38,10,2,19,5,3,très faible
28,11,19.04,8,5,15,6,1,très faible
32,20,10.05,8,2,8,2,5,moyen
36,23,16.89,2,4,10,3,5,moyen
23,2,19.44,10,0,1,6,1,très faible
33,23,16.83,5,0,7,5,3,moyen
37,9,19.33,3,0,14,1,5,très faible
20,8,19.42,8,2,13,4,1,faible
33,25,14.37,6,1,13,0,3,moyen
24,14,15.18,7,2,19,6,4,faible
20,13,19.2,3,1,3,0,1,faible
39,2,10.19,8,4,1,6,0,très faible
34,18,14.72,2,1,0,6,5,faible
19,1,16.49,0,1,10,5,1,très faible
10,6,19.16,4,0,16,0,2,très faible
29,5,19.3,7,5,4,3,3,très faible
22,16,17.57,6,0,20,1,3,faible
25,9,17.41,8,4,5,0,2,très faible
16,13,19.7,2,1,2,3,4,très faible
32,28,15.67,3,0,3,5,0,moyen
10,3,16.47,0,1,2,3,2,très faible
27,26,11.71,1,0,3,1,2,moyen
23,8,16.62,4,3,4,0,4,très faible
35,32,13.33,1,0,20,2,2,fort
30,15,16.81,6,1,0,0,5,faible
23,9,16.28,10,1,0,2,0,très faible
33,5,11.81,9,5,15,2,0,très faible
11,4,10.76,5,1,18,0,1,très faible
19,6,19.09,9,3,17,6,5,très faible
37,31,13.98,2,4,16,5,3,moyen
19,18,19.49,0,1,11,1,4,faible
10,0,19.41,2,3,8,4,2,très faible
38,21,13.54,2,2,2,4,3,faible
12,5,10.34,7,0,0,4,5,très faible
25,14,16.11,5,0,6,3,4,faible
13,6,16.2,5,1,7,1,1,très faible
40,20,10.1,10,3,3,6,3,faible
10,3,11.63,3,4,4,4,1,très faible
12,0,14.16,3,1,8,4,3,très faible
13,3,19.47,5,0,13,5,4,très faible
29,18,19.12,8,0,16,1,4,moyen
32,23,13.78,3,0,8,6,4,moyen
13,0,16.6,5,4,2,5,0,très faible
14,2,14.13,5,1,15,3,4,très faible
22,11,12.89,10,1,20,1,5,faible
13,2,17.24,6,1,14,4,0,très faible
36,30,14.68,2,2,11,4,5,moyen
29,18,11.58,6,1,15,4,0,moyen
28,6,10.92,2,2,6,6,5,très faible
26,10,12.3,2,3,17,1,4,très faible
33,30,19.22,2,0,8,2,0,fort
19,18,15.58,1,0,3,2,1,faible
18,11,15.18,7,0,3,2,4,faible
31,22,19.5,2,1,19,2,5,moyen
17,8,16.39,1,0,11,0,0,très faible
37,10,16.14,4,2,0,5,5,très faible
32,23,11.29,3,4,17,1,5,moyen
27,0,10.11,5,2,19,6,1,très faible
14,4,19.61,4,5,1,0,3,très faible
28,11,15.19,0,4,12,5,5,très faible
26,23,15.78,3,0,6,5,0,moyen
31,9,16.89,5,5,5,1,3,très faible
11,6,11.89,0,3,11,5,1,très faible
24,4,17.51,1,1,8,1,2,très faible
11,7,13.5,4,0,20,1,5,très faible
10,3,13.67,4,0,4,4,3,très faible
24,4,11.01,7,3,1,2,2,très faible
16,9,15.47,6,0,11,0,5,très faible
35,32,19.05,3,0,13,6,1,moyen
30,9,18.77,2,3,10,6,1,très faible
13,12,17.06,0,0,14,1,2,très faible
12,7,12.56,3,0,10,2,4,très faible
15,9,18.54,0,3,20,3,1,très faible
23,3,18.44,4,0,20,1,1,très faible
26,5,15.15,6,3,1,5,2,très faible
17,11,13.37,1,3,19,6,1,très faible
40,11,15.16,2,4,15,2,0,très faible
28,6,19.66,4,5,16,5,0,très faible
31,12,18.85,7,4,1,3,1,très faible
16,14,13.05,2,0,12,5,4,très faible
22,22,18.58,0,0,4,4,5,faible
36,29,18.47,2,5,11,5,5,moyen
10,9,19.4,0,1,19,5,3,très faible
31,11,15.21,10,4,6,5,4,très faible
28,25,11.66,3,0,5,0,1,moyen
17,6,18.48,8,3,1,3,0,très faible
39,0,12.39,6,1,15,3,0,très faible
31,6,12.58,0,0,11,1,4,très faible
15,12,14.13,0,0,1,0,3,très faible
38,17,18.96,10,2,11,6,5,faible
28,11,12.8,8,4,18,5,3,très faible
25,21,17.48,4,0,6,4,2,faible
13,0,14.47,6,2,11,5,1,très faible
10,2,17.75,3,3,16,3,1,très faible
20,5,18.99,4,2,12,0,1,très faible
25,0,15.72,9,5,10,0,0,très faible
34,12,12.91,4,0,20,3,4,très faible
27,0,19.38,7,2,4,4,2,très faible
26,26,10.26,0,0,6,3,2,moyen
19,17,19.98,0,0,5,1,4,faible
15,6,12.39,7,2,9,5,4,très faible
26,16,15.77,10,0,11,5,1,moyen
21,12,19.15,2,0,1,0,1,faible
40,25,15.09,6,2,7,1,4,moyen
17,1,14.1,7,5,7,1,1,très faible
29,2,17.31,3,4,7,4,5,très faible
33,15,19.73,3,0,14,6,0,faible
36,22,18.36,0,1,3,1,1,moyen
13,10,13.61,2,1,3,5,1,très faible
23,14,10.57,0,4,18,3,5,faible
27,16,18.37,6,4,0,2,3,faible
40,11,14.07,1,1,0,5,3,très faible
32,18,10.95,1,0,15,1,4,faible
31,16,14.62,4,2,8,6,0,faible
21,12,16.47,5,2,3,1,4,faible
34,16,19.55,9,1,16,0,0,faible
32,21,12.22,4,3,12,5,0,moyen
18,0,13.74,1,4,14,3,4,très faible
40,3,13.83,1,0,15,2,5,très faible
26,11,16.28,10,5,7,6,2,faible
31,3,18.08,5,3,7,5,4,très faible
30,24,12.96,1,5,15,3,3,moyen
23,17,10.17,4,0,7,2,1,faible
29,20,10.22,9,0,8,0,3,moyen
20,19,10.93,0,0,5,4,5,faible
27,11,11.08,5,5,19,3,5,faible
25,7,13.52,8,0,19,6,4,très faible
39,18,19.97,1,3,19,4,0,faible
34,1,15.96,2,3,15,3,3,très faible
12,2,14.33,6,1,12,4,3,très faible
17,8,14.38,8,0,19,5,0,très faible
10,6,13.15,2,0,7,6,4,très faible
34,22,10.19,5,5,8,0,0,moyen
32,7,12.56,0,4,6,0,0,très faible
38,26,18.74,2,3,10,5,2,moyen
12,4,13.1,3,5,2,6,1,très faible
40,11,18.59,9,4,13,4,0,très faible
37,24,13.22,9,0,4,5,1,moyen
26,0,13.92,8,5,11,0,3,très faible
20,1,12.96,10,3,8,2,0,très faible
10,3,14.35,3,2,3,0,3,très faible
18,2,17.97,9,2,3,5,2,très faible
38,10,11.77,0,0,13,6,4,très faible
27,26,13.45,1,0,7,1,5,moyen
35,5,15.68,2,5,11,4,2,très faible
39,31,16.77,5,3,6,2,3,moyen
31,14,18.24,2,3,15,0,2,faible
27,0,17.51,3,5,20,1,3,très faible
13,8,19.4,0,3,8,3,1,très faible
22,13,18.9,0,4,16,0,0,faible
11,4,11.74,1,1,14,3,4,très faible
18,16,18.62,1,0,9,1,0,faible
30,23,14.18,7,0,12,0,1,moyen
13,4,11.99,9,0,11,3,4,très faible
18,17,14.97,0,0,4,2,3,faible
30,27,13.04,3,0,7,6,4,moyen
38,3,17.75,9,5,10,3,5,très faible
21,20,13.37,1,0,4,0,5,faible
23,10,12.47,2,1,3,0,1,faible
26,2,12.91,1,0,14,2,1,très faible
10,4,11.9,2,2,1,6,0,très faible
